claim	article_url	video_url	autres_candidats
L'actrice américaine Candice King dénonce la situation à Rafah dans une vidéo.	https://dpa-factchecking.com/belgium/240529-99-203701	https://www.youtube.com/watch?v=Yf1RfzZv95U	https://www.instagram.com/p/C7dbcVzygvh
Une vidéo de Benjamin Netanyahu générée par IA	https://factuel.afp.com/doc.afp.com.A3HM9KE	https://x.com/netanyahu/status/2033190035764232360	https://x.com/IsraeliPM/status/2034735487445864842; https://x.com/SimonSecours/status/2032336531629732328; https://x.com/BFMTV/status/2032174954582528397
Une vidéo montre des violences envers les civils à Bukavu	https://factuel.afp.com/doc.afp.com.42AR2KD	https://x.com/patricklokala_/status/1905278033075765342	https://x.com/nbstv/status/1044995890094768128
En pleine crise de l'énergie, une vidéo de Gazprom prévient l'Europe que l'hiver sera long.	https://dpa-factchecking.com/switzerland/220915-99-775043	https://www.youtube.com/watch?v=n2b_0gfV_4E	https://www.youtube.com/watch?v=zC8jqb9lRsw; https://www.youtube.com/watch?v=pzbxGYBY5M8; https://www.youtube.com/watch?v=US1jpbWwU1A
Une vidéo virale montre une femme à la tête du "Bureau de la foi à la Maison Blanche" en pleine "session d'exo	https://www.tf1info.fr/international/verif-cette-femme-paula-white-cain-en-pleine-session-d-exorcisme-dirige-t-elle-le-bureau-de-la-foi-a-la-maison-blanche-donald-trump-2433634.html	https://x.com/LoeilMedias1/status/2038572783198777526	https://www.youtube.com/watch?v=KqVNwZAeiOQ; https://www.youtube.com/watch?v=YBzHgy3y2Kw
Des vidéos montrent Giorgia Meloni provoquer le ministre israélien, écharpe et drapeau palestinien sur les épa	https://factuel.afp.com/doc.afp.com.B2QV99E		
Une vidéo d'agriculteurs manifestant contre la politique migratoire de Joe Biden aux Etats-Unis	https://factuel.afp.com/doc.afp.com.34HZ663	https://twitter.com/BarrereFrancis/status/1751626657926922469	https://www.youtube.com/watch?v=2j86fzDs5jA; https://www.tiktok.com/@easygermandogge/video/7325895324105510177; https://www.tiktok.com/@f.rennecke/video/7324033419766189345
Matthew Miller, le porte-parole du Département d'Etat américain, a justifié les frappes ukrainiennes sur Belgo	https://dpa-factchecking.com/belgium/240604-99-273690	https://www.youtube.com/watch?v=dLHLmn2NtvE	https://www.youtube.com/watch?v=F2C7wFd0mT0; https://youtu.be/dLHLmn2NtvE; https://youtu.be/F2C7wFd0mT0
Une vidéo montrant de recentes manifestations à Madagascar ou Abidjan	https://factuel.afp.com/doc.afp.com.78ZE3ZQ	https://www.youtube.com/shorts/7Zja_Qv9ldU	https://www.youtube.com/watch?v=w6tpIBHhZLw; https://www.youtube.com/watch?v=fMrE8cVemSg; https://x.com/Ameliebaron/status/1183440287332536326
Une vidéo montre des personnes faisant semblant d'être mortes en Ukraine.	https://dpa-factchecking.com/belgium/220421-99-988242/	https://twitter.com/ViennaForFuture/status/1489685307612143628	
Une vidéo montre une gigantesque ferme à clics sur YouTube découverte par la police brésilienne	https://www.tf1info.fr/international/verif-une-gigantesque-ferme-a-clics-a-t-elle-ete-decouverte-par-la-police-2432115.html		
Une vidéo virale montre un robot humanoïde capable de courir à vive allure sur un terrain en pente	https://www.tf1info.fr/international/verif-chine-cette-video-d-un-robot-chinois-en-devaler-une-pente-en-courant-est-elle-authentique-2383044.html	https://x.com/0MoonPiece/status/1943726155246293214	
Une vidéo de l'afflux migratoire depuis le Maroc vers Ceuta	https://factuel.afp.com/doc.afp.com.C3U329E		
Cette vidéo d’un mur de glace prouve que la Terre est plate	https://www.20minutes.fr/societe/4231942-20260630-video-mur-glace-prouve-terre-plate-non	https://x.com/EnigmasEnX/status/2070207482069152027	https://www.youtube.com/watch?v=krxrKM1JwDg; https://www.youtube.com/watch?v=g-2p2Ahrfts
Emmanuel Macron se fait humilier en direct par une IA	https://factuel.afp.com/doc.afp.com.84YJ4WE	https://www.tiktok.com/@lil_4real_/video/7574028622542015766	https://www.youtube.com/watch?v=WLEvLB5KYNI; https://www.youtube.com/embed/Pm6HgW_8kaM
Une vidéo prouve qu'un bombardement dans la bande de Gaza a été mis en scène par des acteurs	https://www.tf1info.fr/international/pallywood-guerre-israel-hamas-un-bombardement-de-civils-dans-la-bande-de-gaza-a-t-il-ete-mis-en-scene-par-des-acteurs-de-crise-2299430.html		
Une vidéo d'un avion retrouvé 37 ans après sa disparition	https://factuel.afp.com/doc.afp.com.364D9UD	https://www.tiktok.com/@lilianbarr94e745/video/7384338058805513504	https://www.youtube.com/watch?v=Fqec2zlzjdk; https://www.youtube.com/watch?v=w6tpIBHhZLw; https://www.youtube.com/watch?v=eLo7GwiGdWE
Cette vidéo montre l'eau d'une piscine se déverser dans le quartier chinois de Bangkok après le récent séisme 	https://dpa-factchecking.com/switzerland/250403-99-421563	https://twitter.com/RecordGBA/status/1905523524510654803	https://www.instagram.com/reel/DHvUigbszMO; https://www.youtube.com/watch?v=l9gr2PULto0
La vidéo de cet appareil électoral prouve une fraude électorale	https://factuel.afp.com/doc.afp.com.36LL2BY	https://x.com/AldoSterone111/status/1852087613491937367	https://x.com/kyoag/status/1852110582603731343; https://x.com/KYSecState/status/1852120563738624120
Cette vidéo montre l'armée israélienne détruire un camp à Gaza	https://factuel.afp.com/doc.afp.com.34868XQ	https://twitter.com/rifain_nouvelle/status/1736146646323351756	https://www.youtube.com/watch?v=EJ2y1meVy6U; https://www.youtube.com/embed/EJ2y1meVy6U
Les médias russes ont publié une vidéo montrant à quoi ressemblerait une attaque nucléaire contre les Etats-Un	https://dpa-factchecking.com/belgium/240322-99-432263	https://www.youtube.com/watch?v=h2TkR0IWfmM	https://www.youtube.com/watch?v=gJ3aXgH_-aU; https://www.youtube.com/watch?v=HfTSrhzONJM; https://www.youtube.com/watch?v=3iMvFMMrNkA
Une vidéo montre une frappe iranienne sur la centrale nucléaire d'Haïfa	https://factuel.afp.com/doc.afp.com.62UX9G3	https://www.youtube.com/watch?v=N-0X6pSLs-s	https://www.facebook.com/BobbyHooper1980/videos/606514001920599; https://www.facebook.com/sansan.kambou.757478/videos/3085751318256664; https://www.facebook.com/sanatanihindusonu/videos/1033686852210389
La CIA avertit les Américains de ne pas utiliser le métro pendant les Jeux olympiques de Paris en raison de la	https://dpa-factchecking.com/switzerland/240722-99-806599	https://x.com/JoelleBonnet/status/1814643982950928505	https://twitter.com/zoomtreize/status/1814594992205124078; https://twitter.com/JoelleBonnet/status/1814643982950928505; https://twitter.com/Aliyah01150546/status/1805511724214174033
Une vidéo d'un homme trouvant de l'or grâce à un coup de pioche dans un rocher	https://www.tf1info.fr/societe/verif-un-coup-de-pioche-et-c-est-le-jackpot-cette-video-d-orpailleur-decouvrant-un-filon-d-or-est-elle-reelle-2440347.html	https://x.com/enmycrypto1/status/2051253314973516140	https://www.tiktok.com/@quran223378/video/7635563254307212566; https://www.tiktok.com/@quran223378/video/7608851870618029335; https://www.tiktok.com/@goldstar346/video/7571840303104036126
Cette vidéo montre une touriste se faire attaquée par une girafe lors d'un safari.	https://www.tf1info.fr/high-tech/verif-cette-video-montre-t-elle-vraiment-l-enlevement-d-une-touriste-par-une-girafe-2410384.html		
Cette vidéo montre comment des gens ont profité des incendies de Los Angeles pour piller des maisons.	https://dpa-factchecking.com/belgium/250116-99-602898	https://www.instagram.com/reel/DEwUGu2irMx	https://www.instagram.com/p/DEnnE1dzTe8; https://twitter.com/BPartisans/status/1877780939117359357; https://www.youtube.com/watch?v=ZLMtrT6RDe8
Cette vidéo montre le crash du 9 août 2024 au Brésil	https://factuel.afp.com/doc.afp.com.36EG4DK	https://www.tiktok.com/@gonor.bile.kid/video/7402333402348752160	https://www.youtube.com/embed/v-phbvbk3G4; https://www.youtube.com/watch?v=j-kpnK-Bi5o
Une vidéo de pompiers dans une manif d'agriculteurs aux Pays-Bas	https://factuel.afp.com/doc.afp.com.32EG7W4		
Cette vidéo montre la fuite massive de Russes qui quittent Belgorod	https://www.tf1info.fr/international/guerre-en-ukraine-cette-video-montre-t-elle-la-fuite-massive-de-russes-qui-quittent-belgorod-2258027.html		
Marine Le Pen en pleurs après la défaite du RN au second tour des élections législatives françaises.	https://dpa-factchecking.com/belgium/240716-99-751742	https://youtu.be/xSFBZ8TDO34	https://twitter.com/SilentlySirs/status/1810065761106547142; https://www.youtube.com/watch?v=xSFBZ8TDO34
Une vidéo prouve que les IA peuvent développer un langage secret pour se parler entre elles	https://www.tf1info.fr/high-tech/verif-cette-video-prouve-t-elle-que-les-ia-peuvent-developper-un-langage-secret-pour-se-parler-entre-elles-2376155.html		
Les vidéos prouvent la mise en scène de faux blessés à Gaza	https://factuel.afp.com/doc.afp.com.343K9LZ	https://www.instagram.com/reel/Cy_Y4Qeqq9L	https://www.instagram.com/reel/Cy8vWmir9Nj; https://www.youtube.com/embed/h0bqN1BXDbc; https://www.youtube.com/embed/257uaN9_k3U
La police de Brême a arrêté des Ukrainiens qui vendaient des stingers et autres armes lourdes livrées en Ukrai	https://dpa-factchecking.com/switzerland/220921-99-847182	https://twitter.com/ivan_8848/status/1571238967013523456	https://twitter.com/BremenPolizei/status/1571557101583085569; https://youtube.com/watch?v=U6piM6JTbJI; https://twitter.com/Dpol_un/status/1571263327216467968
